pair,date,high,low,open,close,volume
USDT_BTC,1622548800,102.69258847356512,97.55795904988686,99.80786985644535,100.11975960763202,122194005
USDT_BTC,1622545200,102.88350591274578,97.73933061710848,100.36838078903679,100.56263268560878,90812462.85
USDT_BTC,1622541600,102.05055719446669,96.94802933474335,100.09551587592698,99.47281198249907,101992700.9
USDT_BTC,1622538000,97.22707291950427,92.36571927352905,94.66757402690821,95.21227963673199,98565251.35
USDT_BTC,1622534400,101.46740558547087,96.39403530619732,98.25110397295724,98.0461517846867,210515123.7
USDT_BTC,1622530800,99.20933876318136,94.24887182502229,95.85005391723311,97.06048123950825,100313042.7
USDT_BTC,1622527200,99.09588795654469,94.14109355871744,96.76657619897883,96.03620024753083,111290611.2
USDT_BTC,1622523600,101.23340141123894,96.171731340677,99.29281894903683,98.20215882376114,96537837.28
USDT_BTC,1622520000,101.88622620566387,96.79191489538067,99.80687945946727,100.29884115237947,64976976.77
USDT_BTC,1622516400,99.41726678950303,94.44640345002787,96.89779323779825,96.77619723337224,116905766.8
USDT_BTC,1622512800,101.1750900274484,96.11633552607599,98.14276088767086,98.54341984274897,113551230.2
USDT_BTC,1622509200,104.04591745690016,98.84362158405514,102.742272576933,101.62576693717652,118173642.8
USDT_BTC,1622505600,98.16978904276166,93.26129959062358,95.30378652447341,95.56048267145287,196926607.5
USDT_BTC,1622502000,103.92414731815013,98.72793995224262,101.40730922067517,101.01406690709872,98660484.55
USDT_BTC,1622498400,103.37950820392555,98.21053279372927,100.78151798623657,101.43820905869467,86091105.8
USDT_BTC,1622494800,103.96828589004082,98.76987159553877,101.65161521852328,100.8372905168443,54590957.95
USDT_BTC,1622491200,103.3849431106622,98.21569595512909,101.09256766466423,100.37590065339228,62422937.08
USDT_BTC,1622487600,105.98946004723108,100.68998704486953,103.25490508282859,102.79978072548604,72040569.56
USDT_BTC,1622484000,101.80928023265378,96.71881622102109,99.12127863344209,99.1278031612639,70542843.95
USDT_BTC,1622480400,103.44106679412533,98.26901345441907,101.02290082177072,101.2519817000792,147660645
USDT_BTC,1622476800,104.2960920814916,99.081287477417,101.82165459325873,101.10582647517765,234665903
USDT_BTC,1622473200,105.02155225831424,99.77047464539852,101.55701978013525,102.4916735760434,153858395.1
USDT_BTC,1622469600,103.93556018403193,98.73878217483033,102.17656903180861,101.30653346521203,158281846.4
USDT_BTC,1622466000,104.24676179593854,99.03442370614161,100.8860024199749,101.81652221348867,185178921.1
USDT_BTC,1622462400,101.1686969119253,96.11026206632903,98.35604549903022,99.20183617471417,186290637
USDT_BTC,1622458800,102.01116479750605,96.91060655763074,100.1576880883582,99.30958663932915,190891250.1
USDT_BTC,1622455200,103.40774603730792,98.23735873544251,101.18270445215002,100.85323832868828,320451182.7
USDT_BTC,1622451600,99.00843958373596,94.05801760454916,96.1318172938583,95.94871528788725,157177579.6
USDT_BTC,1622448000,103.84491828343057,98.65267236925904,101.38884246856652,101.14257892473293,168933078.3
USDT_BTC,1622444400,100.15957571265994,95.15159692702694,97.90454159970281,97.71933446387023,213849731.4
USDT_BTC,1622440800,101.50744843522324,96.43207601346207,98.51890587129104,99.16193830538057,137432996.9
USDT_BTC,1622437200,102.62555574362318,97.49427795644202,99.43413127944659,100.32095174880705,121336201.3
USDT_BTC,1622433600,98.7432841011569,93.80611989609905,96.87842246274184,96.34042992692062,92043491.16
USDT_BTC,1622430000,101.99988908337242,96.8998946292038,99.66657401727261,99.71079874115578,118597529.7
USDT_BTC,1622426400,101.87368559140525,96.78000131183498,100.04298926435976,99.04639371271651,133842135.9
USDT_BTC,1622422800,102.67962541290035,97.54564414225533,99.74706337417318,100.28217021549247,121477337.4
USDT_BTC,1622419200,101.66505672621048,96.58180388989994,99.82882551114929,98.5308619717971,119729973.9
USDT_BTC,1622415600,98.83103811843418,93.88948621251247,96.75579964989743,96.59339348845391,57169174.33
USDT_BTC,1622412000,97.76010470973735,92.87209947425048,94.93781411282298,95.15066583410481,61845441.63
USDT_BTC,1622408400,96.38687267974606,91.56752904575876,94.10592303806116,94.34283826244737,55731642.82
USDT_BTC,1622404800,97.64943506276558,92.76696330962729,95.82707205113907,95.7542012665436,103664608.3
